perf_date|perf_time|title|venue|perf_link|category|rating|website|event|description|performance_data|image_url|show_id|perf_id
18/08/2019|20:45|A CAN OF WORMS|BYOV19 - 37: Auditorium at Campus Saint-Jean|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21581|Comedy|Family Friendly|ragmoptheatre.com|BYOV|"From the creators of Physical Comedy sensations ""Falling Awake"" (BEST-OF-FEST, SOLD-OUT-RUN Edmonton '16) and ""HOTEL VORTRUBA"" (***** Edmonton Journal, ***** Gig city, ***** Global news) comes ""A CAN OF WORMS"", an exquisite, wordless, interspecies rom-com acid-trip with false faces and a side of cannibalism. ""Breathtaking"" Theatre in London"|Suggested Events: FlightWarnings: Cartoonish Violence, Smoke / Fog,Duration: 60 minutes|https://eventotron.imgix.net/05-27-2019-073628-8580.jpg|3018|21581
19/08/2019|15:30|A CAN OF WORMS|BYOV19 - 37: Auditorium at Campus Saint-Jean|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21582|Comedy|Family Friendly|ragmoptheatre.com|BYOV|"From the creators of Physical Comedy sensations ""Falling Awake"" (BEST-OF-FEST, SOLD-OUT-RUN Edmonton '16) and ""HOTEL VORTRUBA"" (***** Edmonton Journal, ***** Gig city, ***** Global news) comes ""A CAN OF WORMS"", an exquisite, wordless, interspecies rom-com acid-trip with false faces and a side of cannibalism. ""Breathtaking"" Theatre in London"|Suggested Events: FlightWarnings: Cartoonish Violence, Smoke / Fog,Duration: 60 minutes|https://eventotron.imgix.net/05-27-2019-073628-8580.jpg|3018|21582
20/08/2019|17:15|A CAN OF WORMS|BYOV19 - 37: Auditorium at Campus Saint-Jean|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21583|Comedy|Family Friendly|ragmoptheatre.com|BYOV|"From the creators of Physical Comedy sensations ""Falling Awake"" (BEST-OF-FEST, SOLD-OUT-RUN Edmonton '16) and ""HOTEL VORTRUBA"" (***** Edmonton Journal, ***** Gig city, ***** Global news) comes ""A CAN OF WORMS"", an exquisite, wordless, interspecies rom-com acid-trip with false faces and a side of cannibalism. ""Breathtaking"" Theatre in London"|Suggested Events: FlightWarnings: Cartoonish Violence, Smoke / Fog,Duration: 60 minutes|https://eventotron.imgix.net/05-27-2019-073628-8580.jpg|3018|21583
22/08/2019|19:00|A CAN OF WORMS|BYOV19 - 37: Auditorium at Campus Saint-Jean|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21580|Comedy|Family Friendly|ragmoptheatre.com|BYOV|"From the creators of Physical Comedy sensations ""Falling Awake"" (BEST-OF-FEST, SOLD-OUT-RUN Edmonton '16) and ""HOTEL VORTRUBA"" (***** Edmonton Journal, ***** Gig city, ***** Global news) comes ""A CAN OF WORMS"", an exquisite, wordless, interspecies rom-com acid-trip with false faces and a side of cannibalism. ""Breathtaking"" Theatre in London"|Suggested Events: FlightWarnings: Cartoonish Violence, Smoke / Fog,Duration: 60 minutes|https://eventotron.imgix.net/05-27-2019-073628-8580.jpg|3018|21580
23/08/2019|12:00|A CAN OF WORMS|BYOV19 - 37: Auditorium at Campus Saint-Jean|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21584|Comedy|Family Friendly|ragmoptheatre.com|BYOV|"From the creators of Physical Comedy sensations ""Falling Awake"" (BEST-OF-FEST, SOLD-OUT-RUN Edmonton '16) and ""HOTEL VORTRUBA"" (***** Edmonton Journal, ***** Gig city, ***** Global news) comes ""A CAN OF WORMS"", an exquisite, wordless, interspecies rom-com acid-trip with false faces and a side of cannibalism. ""Breathtaking"" Theatre in London"|Suggested Events: FlightWarnings: Cartoonish Violence, Smoke / Fog,Duration: 60 minutes|https://eventotron.imgix.net/05-27-2019-073628-8580.jpg|3018|21584
24/08/2019|13:45|A CAN OF WORMS|BYOV19 - 37: Auditorium at Campus Saint-Jean|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21586|Comedy|Family Friendly|ragmoptheatre.com|BYOV|"From the creators of Physical Comedy sensations ""Falling Awake"" (BEST-OF-FEST, SOLD-OUT-RUN Edmonton '16) and ""HOTEL VORTRUBA"" (***** Edmonton Journal, ***** Gig city, ***** Global news) comes ""A CAN OF WORMS"", an exquisite, wordless, interspecies rom-com acid-trip with false faces and a side of cannibalism. ""Breathtaking"" Theatre in London"|Suggested Events: FlightWarnings: Cartoonish Violence, Smoke / Fog,Duration: 60 minutes|https://eventotron.imgix.net/05-27-2019-073628-8580.jpg|3018|21586
25/08/2019|12:00|A CAN OF WORMS|BYOV19 - 37: Auditorium at Campus Saint-Jean|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21585|Comedy|Family Friendly|ragmoptheatre.com|BYOV|"From the creators of Physical Comedy sensations ""Falling Awake"" (BEST-OF-FEST, SOLD-OUT-RUN Edmonton '16) and ""HOTEL VORTRUBA"" (***** Edmonton Journal, ***** Gig city, ***** Global news) comes ""A CAN OF WORMS"", an exquisite, wordless, interspecies rom-com acid-trip with false faces and a side of cannibalism. ""Breathtaking"" Theatre in London"|Suggested Events: FlightWarnings: Cartoonish Violence, Smoke / Fog,Duration: 60 minutes|https://eventotron.imgix.net/05-27-2019-073628-8580.jpg|3018|21585
16/08/2019|15:30|A Fatal Step|2: Big Rock Backstage Theatre|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21887|Comedy/Drama|Parental Guidance (14+)|JillVice.com|Lottery|"Sexy, dark, and hilarious, Vice's ""loving homage to the femme fatale"" is an award-winning thriller. It flips the script on the classic male-centric film noir. *****Theater Bay Area Outstanding Solo,*****Indy Fringe Audience Choice,****Winnipeg Free Press. ""A sequence spoofing 'Vertigo' is worth the price of admission alone!"" -S.F. Chronicle"|Warnings: Gunshots, Sexual Content, Adult Language, Cartoonish Violence, Death,Duration: 60 minutes|https://eventotron.imgix.net/05-27-2019-230201-6145.jpg|3059|21887
17/08/2019|19:45|A Fatal Step|2: Big Rock Backstage Theatre|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21888|Comedy/Drama|Parental Guidance (14+)|JillVice.com|Lottery|"Sexy, dark, and hilarious, Vice's ""loving homage to the femme fatale"" is an award-winning thriller. It flips the script on the classic male-centric film noir. *****Theater Bay Area Outstanding Solo,*****Indy Fringe Audience Choice,****Winnipeg Free Press. ""A sequence spoofing 'Vertigo' is worth the price of admission alone!"" -S.F. Chronicle"|Warnings: Gunshots, Sexual Content, Adult Language, Cartoonish Violence, Death,Duration: 60 minutes|https://eventotron.imgix.net/05-27-2019-230201-6145.jpg|3059|21888
18/08/2019|12:00|A Fatal Step|2: Big Rock Backstage Theatre|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21889|Comedy/Drama|Parental Guidance (14+)|JillVice.com|Lottery|"Sexy, dark, and hilarious, Vice's ""loving homage to the femme fatale"" is an award-winning thriller. It flips the script on the classic male-centric film noir. *****Theater Bay Area Outstanding Solo,*****Indy Fringe Audience Choice,****Winnipeg Free Press. ""A sequence spoofing 'Vertigo' is worth the price of admission alone!"" -S.F. Chronicle"|Warnings: Gunshots, Sexual Content, Adult Language, Cartoonish Violence, Death,Duration: 60 minutes|https://eventotron.imgix.net/05-27-2019-230201-6145.jpg|3059|21889
20/08/2019|12:00|A Fatal Step|2: Big Rock Backstage Theatre|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21890|Comedy/Drama|Parental Guidance (14+)|JillVice.com|Lottery|"Sexy, dark, and hilarious, Vice's ""loving homage to the femme fatale"" is an award-winning thriller. It flips the script on the classic male-centric film noir. *****Theater Bay Area Outstanding Solo,*****Indy Fringe Audience Choice,****Winnipeg Free Press. ""A sequence spoofing 'Vertigo' is worth the price of admission alone!"" -S.F. Chronicle"|Warnings: Gunshots, Sexual Content, Adult Language, Cartoonish Violence, Death,Duration: 60 minutes|https://eventotron.imgix.net/05-27-2019-230201-6145.jpg|3059|21890
21/08/2019|14:00|A Fatal Step|2: Big Rock Backstage Theatre|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21891|Comedy/Drama|Parental Guidance (14+)|JillVice.com|Lottery|"Sexy, dark, and hilarious, Vice's ""loving homage to the femme fatale"" is an award-winning thriller. It flips the script on the classic male-centric film noir. *****Theater Bay Area Outstanding Solo,*****Indy Fringe Audience Choice,****Winnipeg Free Press. ""A sequence spoofing 'Vertigo' is worth the price of admission alone!"" -S.F. Chronicle"|Warnings: Gunshots, Sexual Content, Adult Language, Cartoonish Violence, Death,Duration: 60 minutes|https://eventotron.imgix.net/05-27-2019-230201-6145.jpg|3059|21891
22/08/2019|19:45|A Fatal Step|2: Big Rock Backstage Theatre|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21892|Comedy/Drama|Parental Guidance (14+)|JillVice.com|Lottery|"Sexy, dark, and hilarious, Vice's ""loving homage to the femme fatale"" is an award-winning thriller. It flips the script on the classic male-centric film noir. *****Theater Bay Area Outstanding Solo,*****Indy Fringe Audience Choice,****Winnipeg Free Press. ""A sequence spoofing 'Vertigo' is worth the price of admission alone!"" -S.F. Chronicle"|Warnings: Gunshots, Sexual Content, Adult Language, Cartoonish Violence, Death,Duration: 60 minutes|https://eventotron.imgix.net/05-27-2019-230201-6145.jpg|3059|21892
25/08/2019|16:00|A Fatal Step|2: Big Rock Backstage Theatre|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21893|Comedy/Drama|Parental Guidance (14+)|JillVice.com|Lottery|"Sexy, dark, and hilarious, Vice's ""loving homage to the femme fatale"" is an award-winning thriller. It flips the script on the classic male-centric film noir. *****Theater Bay Area Outstanding Solo,*****Indy Fringe Audience Choice,****Winnipeg Free Press. ""A sequence spoofing 'Vertigo' is worth the price of admission alone!"" -S.F. Chronicle"|Warnings: Gunshots, Sexual Content, Adult Language, Cartoonish Violence, Death,Duration: 60 minutes|https://eventotron.imgix.net/05-27-2019-230201-6145.jpg|3059|21893
15/08/2019|20:00|A Life in the Theatre|BYOV19 - 28: The Playhouse|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21380|Comedy/Drama|Parental Guidance (14+)|#|BYOV|This charming love letter to the theatre explores the relationship between two actors, the aging veteran Robert, and John, an eager newcomer. Together they negotiate life and art, both in the dressing room and on stage in scenes that gently parody iconic theatre from the classics through to contemporary drama.|Suggested Events: Open Invitation,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-230719-7394.jpg|2995|21380
16/08/2019|17:15|A Life in the Theatre|BYOV19 - 28: The Playhouse|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21379|Comedy/Drama|Parental Guidance (14+)|#|BYOV|This charming love letter to the theatre explores the relationship between two actors, the aging veteran Robert, and John, an eager newcomer. Together they negotiate life and art, both in the dressing room and on stage in scenes that gently parody iconic theatre from the classics through to contemporary drama.|Suggested Events: Open Invitation,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-230719-7394.jpg|2995|21379
17/08/2019|14:45|A Life in the Theatre|BYOV19 - 28: The Playhouse|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21381|Comedy/Drama|Parental Guidance (14+)|#|BYOV|This charming love letter to the theatre explores the relationship between two actors, the aging veteran Robert, and John, an eager newcomer. Together they negotiate life and art, both in the dressing room and on stage in scenes that gently parody iconic theatre from the classics through to contemporary drama.|Suggested Events: Open Invitation,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-230719-7394.jpg|2995|21381
18/08/2019|17:00|A Life in the Theatre|BYOV19 - 28: The Playhouse|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21382|Comedy/Drama|Parental Guidance (14+)|#|BYOV|This charming love letter to the theatre explores the relationship between two actors, the aging veteran Robert, and John, an eager newcomer. Together they negotiate life and art, both in the dressing room and on stage in scenes that gently parody iconic theatre from the classics through to contemporary drama.|Suggested Events: Open Invitation,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-230719-7394.jpg|2995|21382
19/08/2019|15:00|A Life in the Theatre|BYOV19 - 28: The Playhouse|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21383|Comedy/Drama|Parental Guidance (14+)|#|BYOV|This charming love letter to the theatre explores the relationship between two actors, the aging veteran Robert, and John, an eager newcomer. Together they negotiate life and art, both in the dressing room and on stage in scenes that gently parody iconic theatre from the classics through to contemporary drama.|Suggested Events: Open Invitation,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-230719-7394.jpg|2995|21383
21/08/2019|20:00|A Life in the Theatre|BYOV19 - 28: The Playhouse|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21384|Comedy/Drama|Parental Guidance (14+)|#|BYOV|This charming love letter to the theatre explores the relationship between two actors, the aging veteran Robert, and John, an eager newcomer. Together they negotiate life and art, both in the dressing room and on stage in scenes that gently parody iconic theatre from the classics through to contemporary drama.|Suggested Events: Open Invitation,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-230719-7394.jpg|2995|21384
22/08/2019|20:00|A Life in the Theatre|BYOV19 - 28: The Playhouse|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21385|Comedy/Drama|Parental Guidance (14+)|#|BYOV|This charming love letter to the theatre explores the relationship between two actors, the aging veteran Robert, and John, an eager newcomer. Together they negotiate life and art, both in the dressing room and on stage in scenes that gently parody iconic theatre from the classics through to contemporary drama.|Suggested Events: Open Invitation,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-230719-7394.jpg|2995|21385
23/08/2019|15:00|A Life in the Theatre|BYOV19 - 28: The Playhouse|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21386|Comedy/Drama|Parental Guidance (14+)|#|BYOV|This charming love letter to the theatre explores the relationship between two actors, the aging veteran Robert, and John, an eager newcomer. Together they negotiate life and art, both in the dressing room and on stage in scenes that gently parody iconic theatre from the classics through to contemporary drama.|Suggested Events: Open Invitation,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-230719-7394.jpg|2995|21386
24/08/2019|19:30|A Life in the Theatre|BYOV19 - 28: The Playhouse|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:21387|Comedy/Drama|Parental Guidance (14+)|#|BYOV|This charming love letter to the theatre explores the relationship between two actors, the aging veteran Robert, and John, an eager newcomer. Together they negotiate life and art, both in the dressing room and on stage in scenes that gently parody iconic theatre from the classics through to contemporary drama.|Suggested Events: Open Invitation,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-230719-7394.jpg|2995|21387
16/08/2019|19:00|A Momentary Lapse|BYOV19 - 12: Varscona Theatre|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23074|Comedy|Parental Guidance (14+)|teatroQ.com|BYOV|Co-authors Ahlf and Lemoine join forces to present this chronicle of two hapless citizens on a hilarious and inexorable journey toward a shared breach of the criminal code. An over-achiever and an over-objector meet their match in the affable but uncompromising fellow who is The Law.|Suggested Events: TWO, Best Foot SidewaysWarnings: Cartoonish Violence,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-200634-8978.jpg|3221|23074
17/08/2019|15:00|A Momentary Lapse|BYOV19 - 12: Varscona Theatre|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23075|Comedy|Parental Guidance (14+)|teatroQ.com|BYOV|Co-authors Ahlf and Lemoine join forces to present this chronicle of two hapless citizens on a hilarious and inexorable journey toward a shared breach of the criminal code. An over-achiever and an over-objector meet their match in the affable but uncompromising fellow who is The Law.|Suggested Events: TWO, Best Foot SidewaysWarnings: Cartoonish Violence,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-200634-8978.jpg|3221|23075
18/08/2019|15:00|A Momentary Lapse|BYOV19 - 12: Varscona Theatre|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23076|Comedy|Parental Guidance (14+)|teatroQ.com|BYOV|Co-authors Ahlf and Lemoine join forces to present this chronicle of two hapless citizens on a hilarious and inexorable journey toward a shared breach of the criminal code. An over-achiever and an over-objector meet their match in the affable but uncompromising fellow who is The Law.|Suggested Events: TWO, Best Foot SidewaysWarnings: Cartoonish Violence,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-200634-8978.jpg|3221|23076
20/08/2019|19:00|A Momentary Lapse|BYOV19 - 12: Varscona Theatre|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23077|Comedy|Parental Guidance (14+)|teatroQ.com|BYOV|Co-authors Ahlf and Lemoine join forces to present this chronicle of two hapless citizens on a hilarious and inexorable journey toward a shared breach of the criminal code. An over-achiever and an over-objector meet their match in the affable but uncompromising fellow who is The Law.|Suggested Events: TWO, Best Foot SidewaysWarnings: Cartoonish Violence,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-200634-8978.jpg|3221|23077
21/08/2019|15:00|A Momentary Lapse|BYOV19 - 12: Varscona Theatre|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23078|Comedy|Parental Guidance (14+)|teatroQ.com|BYOV|Co-authors Ahlf and Lemoine join forces to present this chronicle of two hapless citizens on a hilarious and inexorable journey toward a shared breach of the criminal code. An over-achiever and an over-objector meet their match in the affable but uncompromising fellow who is The Law.|Suggested Events: TWO, Best Foot SidewaysWarnings: Cartoonish Violence,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-200634-8978.jpg|3221|23078
23/08/2019|19:00|A Momentary Lapse|BYOV19 - 12: Varscona Theatre|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23079|Comedy|Parental Guidance (14+)|teatroQ.com|BYOV|Co-authors Ahlf and Lemoine join forces to present this chronicle of two hapless citizens on a hilarious and inexorable journey toward a shared breach of the criminal code. An over-achiever and an over-objector meet their match in the affable but uncompromising fellow who is The Law.|Suggested Events: TWO, Best Foot SidewaysWarnings: Cartoonish Violence,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-200634-8978.jpg|3221|23079
24/08/2019|15:00|A Momentary Lapse|BYOV19 - 12: Varscona Theatre|https://tickets.fringetheatre.ca/listprices.php?performanceId=601:23080|Comedy|Parental Guidance (14+)|teatroQ.com|BYOV|Co-authors Ahlf and Lemoine join forces to present this chronicle of two hapless citizens on a hilarious and inexorable journey toward a shared breach of the criminal code. An over-achiever and an over-objector meet their match in the affable but uncompromising fellow who is The Law.|Suggested Events: TWO, Best Foot SidewaysWarnings: Cartoonish Violence,Duration: 75 minutes|https://eventotron.imgix.net/05-27-2019-200634-8978.jpg|3221|23080
